2019-03-19 17:04:02,3,5*5,computer,human,Human gave up.
2019-03-19 18:52:31,1,4*4,computer,human,Human gave up.
2019-03-19 19:20:27,27,10*10,computer,human,Human gave up.
2019-03-20 12:52:26,20,7*7,computer,human,Human gave up.
2019-03-20 12:53:08,23,5*5,human,computer,Human gave up.
